loc,length,bug type,approach
6,8,Safe,Etherscan
15,6,Safe,Etherscan
22,4,Safe,Etherscan
27,5,Safe,Etherscan
65,3,Safe,Etherscan
70,4,Safe,Etherscan
76,5,Safe,Etherscan
105,5,Safe,Etherscan
112,4,Safe,Etherscan
117,6,Safe,Etherscan
124,5,Safe,Etherscan
131,7,Safe,Etherscan
166,3,Safe,Etherscan
171,15,time_manipulation,Etherscan
227,25,Safe,Etherscan
253,4,time_manipulation,Etherscan
258,4,time_manipulation,Etherscan
263,6,Safe,Etherscan
270,6,Safe,Etherscan
277,6,Safe,Etherscan
284,6,Safe,Etherscan
296,3,Safe,Etherscan
303,21,Safe,Etherscan
330,5,time_manipulation,Etherscan
337,3,Safe,Etherscan
342,3,Safe,Etherscan
347,3,Safe,Etherscan
352,13,Safe,Etherscan
367,3,Safe,Etherscan
372,4,Safe,Etherscan
378,3,Safe,Etherscan
385,11,Safe,Etherscan
397,3,Safe,Etherscan
403,13,Safe,Etherscan
417,5,Safe,Etherscan
423,3,Safe,Etherscan
427,5,Safe,Etherscan
433,10,Safe,Etherscan
445,9,Safe,Etherscan
456,10,Safe,Etherscan
467,8,Safe,Etherscan
477,7,Safe,Etherscan
486,9,Safe,Etherscan
497,8,Reentrancy,Etherscan
506,4,Safe,Etherscan
514,4,Safe,Etherscan
520,8,Safe,Etherscan
532,10,Safe,Etherscan
544,3,Safe,Etherscan
549,6,Safe,Etherscan
557,3,Safe,Etherscan
562,7,Safe,Etherscan
