loc,length,bug type,approach
8,3,Safe,Etherscan
12,9,Reentrancy,Etherscan
28,5,Safe,Etherscan
34,3,Safe,Etherscan
38,3,Safe,Etherscan
42,6,Safe,Etherscan
51,2,Safe,Etherscan
55,3,Safe,Etherscan
65,4,Safe,Etherscan
70,4,Safe,Etherscan
75,3,Safe,Etherscan
79,4,Safe,Etherscan
88,4,Safe,Etherscan
110,5,Safe,Etherscan
116,3,Safe,Etherscan
120,3,Safe,Etherscan
124,3,Safe,Etherscan
128,3,Safe,Etherscan
132,6,Safe,Etherscan
139,4,Safe,Etherscan
144,9,Safe,Etherscan
155,5,Safe,Etherscan
163,5,Safe,Etherscan
181,4,Safe,Etherscan
186,4,Safe,Etherscan
192,2,Safe,Etherscan
196,7,Safe,Etherscan
204,5,Safe,Etherscan
211,5,Safe,Etherscan
217,3,Safe,Etherscan
221,5,Safe,Etherscan
231,4,Safe,Etherscan
236,3,Safe,Etherscan
240,3,Safe,Etherscan
274,6,Safe,Etherscan
400,4,Safe,Etherscan
407,4,Safe,Etherscan
414,3,Safe,Etherscan
418,3,Safe,Etherscan
422,9,Safe,Etherscan
434,8,Safe,Etherscan
443,3,Safe,Etherscan
447,3,Safe,Etherscan
453,17,Safe,Etherscan
471,6,Safe,Etherscan
478,16,Safe,Etherscan
495,15,Safe,Etherscan
513,3,Safe,Etherscan
517,3,Safe,Etherscan
521,3,Safe,Etherscan
525,3,Safe,Etherscan
529,6,Safe,Etherscan
536,3,Safe,Etherscan
542,5,Safe,Etherscan
550,4,Safe,Etherscan
555,4,Safe,Etherscan
560,4,Safe,Etherscan
565,4,Safe,Etherscan
570,4,Safe,Etherscan
575,4,Safe,Etherscan
580,4,Safe,Etherscan
585,4,Safe,Etherscan
590,4,Safe,Etherscan
597,3,Safe,Etherscan
601,3,Safe,Etherscan
605,3,Safe,Etherscan
609,3,Safe,Etherscan
613,3,Safe,Etherscan
617,3,Safe,Etherscan
621,3,Safe,Etherscan
625,4,Safe,Etherscan
630,3,Safe,Etherscan
636,3,Safe,Etherscan
