loc,length,bug type,approach
156,4,Safe,Etherscan
165,4,Safe,Etherscan
171,8,Safe,Etherscan
181,5,Safe,Etherscan
192,16,Safe,Etherscan
210,29,Safe,Etherscan
240,37,Safe,Etherscan
278,37,Safe,Etherscan
317,28,Safe,Etherscan
346,36,Safe,Etherscan
383,36,Safe,Etherscan
421,64,Safe,Etherscan
487,15,Safe,Etherscan
503,15,Safe,Etherscan
519,15,Safe,Etherscan
539,15,Safe,Etherscan
556,17,Safe,Etherscan
575,39,Safe,Etherscan
616,7,Safe,Etherscan
625,18,Safe,Etherscan
645,24,Safe,Etherscan
675,47,Safe,Etherscan
724,44,Safe,Etherscan
770,107,Safe,Etherscan
882,7,Safe,Etherscan
891,15,Safe,Etherscan
908,15,Safe,Etherscan
928,17,Safe,Etherscan
947,7,Safe,Etherscan
956,32,Safe,Etherscan
990,13,Safe,Etherscan
1005,60,Safe,Etherscan
1067,13,Safe,Etherscan
1082,21,Safe,Etherscan
1105,20,time_manipulation,Etherscan
1127,32,Reentrancy,Etherscan
1161,30,Safe,Etherscan
1193,19,Safe,Etherscan
1214,18,Safe,Etherscan
1234,23,Safe,Etherscan
1260,18,Safe,Etherscan
1347,7,Safe,Etherscan
1356,7,Safe,Etherscan
1365,7,Safe,Etherscan
1374,7,Safe,Etherscan
1400,63,Safe,Etherscan
1469,12,Safe,Etherscan
1483,8,Safe,Etherscan
1493,9,Safe,Etherscan
1504,13,Safe,Etherscan
1522,4,Safe,Etherscan
