loc,length,bug type,approach
6,7,Safe,Etherscan
14,3,Safe,Etherscan
18,4,Safe,Etherscan
23,4,Safe,Etherscan
84,12,Safe,Etherscan
97,4,Safe,Etherscan
102,9,Safe,Etherscan
112,5,Safe,Etherscan
118,3,Safe,Etherscan
122,3,Safe,Etherscan
126,3,Safe,Etherscan
130,7,Safe,Etherscan
140,10,Safe,Etherscan
151,16,Safe,Etherscan
218,8,time_manipulation,Etherscan
227,11,Safe,Etherscan
239,3,Safe,Etherscan
245,17,time_manipulation,Etherscan
263,13,Safe,Etherscan
277,11,Safe,Etherscan
289,10,time_manipulation,Etherscan
300,8,Safe,Etherscan
338,13,Safe,Etherscan
352,13,Safe,Etherscan
366,12,Safe,Etherscan
379,12,Safe,Etherscan
394,6,Safe,Etherscan
401,8,Safe,Etherscan
410,8,Safe,Etherscan
484,8,Safe,Etherscan
493,21,Safe,Etherscan
516,27,Safe,Etherscan
545,15,Safe,Etherscan
561,4,Safe,Etherscan
587,15,time_manipulation,Etherscan
635,17,Safe,Etherscan
653,6,Safe,Etherscan
660,19,Safe,Etherscan
682,10,Safe,Etherscan
693,3,time_manipulation,Etherscan
697,10,Safe,Etherscan
771,8,Reentrancy,Etherscan
780,27,Safe,Etherscan
808,19,Safe,Etherscan
828,39,Safe,Etherscan
868,8,Safe,Etherscan
877,24,Safe,Etherscan
902,21,Safe,Etherscan
924,5,Safe,Etherscan
930,9,Safe,Etherscan
940,7,Safe,Etherscan
948,6,Safe,Etherscan
955,4,Safe,Etherscan
962,4,Safe,Etherscan
979,4,Safe,Etherscan
986,17,Safe,Etherscan
1004,5,Safe,Etherscan
1010,15,time_manipulation,Etherscan
1026,18,Safe,Etherscan
1045,32,Safe,Etherscan
