loc,length,bug type,approach
6,4,Safe,Etherscan
11,3,Safe,Etherscan
16,5,Safe,Etherscan
34,3,Safe,Etherscan
38,4,Safe,Etherscan
43,4,Safe,Etherscan
48,3,Safe,Etherscan
52,6,Safe,Etherscan
59,7,Safe,Etherscan
67,11,Safe,Etherscan
94,14,Safe,Etherscan
115,3,Safe,Etherscan
119,4,Safe,Etherscan
124,4,Safe,Etherscan
129,5,Safe,Etherscan
148,3,Safe,Etherscan
152,8,Safe,Etherscan
163,4,Safe,Etherscan
168,4,Reentrancy,Etherscan
184,3,Safe,Etherscan
189,3,Reentrancy,Etherscan
194,5,Safe,Etherscan
201,8,Safe,Etherscan
211,8,Safe,Etherscan
221,19,unchecked_low_calls,Etherscan
242,10,Safe,Etherscan
254,18,Safe,Etherscan
