loc,length,bug type,approach
31,8,Safe,Etherscan
45,4,Safe,Etherscan
50,4,Safe,Etherscan
55,5,Safe,Etherscan
76,3,Safe,Etherscan
80,3,Safe,Etherscan
84,3,Safe,Etherscan
88,3,Safe,Etherscan
92,3,Safe,Etherscan
99,5,Safe,Etherscan
105,3,Safe,Etherscan
112,5,Safe,Etherscan
118,6,Safe,Etherscan
125,8,Safe,Etherscan
134,16,Safe,Etherscan
155,10,Safe,Etherscan
176,13,Safe,Etherscan
191,4,Safe,Etherscan
198,3,Safe,Etherscan
203,3,Safe,Etherscan
208,3,Safe,Etherscan
213,6,Safe,Etherscan
220,6,Safe,Etherscan
227,6,Safe,Etherscan
239,12,Safe,Etherscan
311,4,Safe,Etherscan
317,19,Safe,Etherscan
340,6,Safe,Etherscan
351,10,Safe,Etherscan
363,8,Safe,Etherscan
373,8,Safe,Etherscan
383,25,Safe,Etherscan
410,21,Safe,Etherscan
433,34,Safe,Etherscan
469,10,Reentrancy,Etherscan
