loc,length,bug type,approach
42,6,Safe,Etherscan
52,3,Safe,Etherscan
57,8,Safe,Etherscan
67,7,Safe,Etherscan
78,17,Safe,Etherscan
97,27,Safe,Etherscan
126,27,Safe,Etherscan
173,9,Safe,Etherscan
184,15,Safe,Etherscan
201,6,Safe,Etherscan
211,11,Safe,Etherscan
224,6,Safe,Etherscan
232,20,Safe,Etherscan
254,18,Safe,Etherscan
283,13,Safe,Etherscan
300,18,Safe,Etherscan
333,3,Safe,Etherscan
340,3,Safe,Etherscan
347,8,Safe,Etherscan
495,42,Safe,Etherscan
541,3,Safe,Etherscan
546,17,Safe,Etherscan
565,13,Safe,Etherscan
580,19,Safe,Etherscan
601,3,Reentrancy,Etherscan
606,45,Safe,Etherscan
653,7,Safe,Etherscan
662,18,Safe,Etherscan
682,48,Safe,Etherscan
732,13,Safe,Etherscan
747,9,Safe,Etherscan
758,6,Safe,Etherscan
766,6,Safe,Etherscan
774,6,Safe,Etherscan
784,26,Reentrancy,Etherscan
812,39,Safe,Etherscan
