loc,length,bug type,approach
20,3,Safe,Etherscan
24,6,Safe,Etherscan
31,5,Safe,Etherscan
37,12,Safe,Etherscan
57,9,Safe,Etherscan
69,5,Safe,Etherscan
75,12,Safe,Etherscan
88,3,Safe,Etherscan
99,6,Safe,Etherscan
106,7,Safe,Etherscan
114,5,Safe,Etherscan
120,9,Safe,Etherscan
138,5,Safe,Etherscan
145,7,Safe,Etherscan
153,5,Safe,Etherscan
159,5,Safe,Etherscan
166,11,Reentrancy,Etherscan
181,10,Safe,Etherscan
286,13,Safe,Etherscan
314,10,Safe,Etherscan
325,6,Safe,Etherscan
332,5,Safe,Etherscan
338,12,Safe,Etherscan
351,25,Safe,Etherscan
377,18,Safe,Etherscan
396,5,Safe,Etherscan
402,4,Safe,Etherscan
407,18,Safe,Etherscan
426,5,Safe,Etherscan
432,4,Safe,Etherscan
437,20,Safe,Etherscan
458,5,Safe,Etherscan
464,6,Safe,Etherscan
472,10,Safe,Etherscan
484,6,Safe,Etherscan
492,6,Safe,Etherscan
500,6,Safe,Etherscan
507,4,Safe,Etherscan
