loc,length,bug type,approach
37,6,Safe,Etherscan
58,3,Safe,Etherscan
63,4,Safe,Etherscan
69,4,Safe,Etherscan
75,3,Safe,Etherscan
80,5,Safe,Etherscan
90,3,Safe,Etherscan
95,2,Safe,Etherscan
99,3,Safe,Etherscan
209,22,Safe,Etherscan
237,10,Safe,Etherscan
249,5,Safe,Etherscan
256,5,Safe,Etherscan
265,9,Safe,Etherscan
276,3,Safe,Etherscan
283,16,Safe,Etherscan
311,45,Safe,Etherscan
359,12,Safe,Etherscan
374,27,Safe,Etherscan
411,88,Safe,Etherscan
502,7,Safe,Etherscan
515,22,Safe,Etherscan
543,22,Safe,Etherscan
572,20,Safe,Etherscan
599,42,Safe,Etherscan
643,5,Safe,Etherscan
650,5,Safe,Etherscan
656,6,Safe,Etherscan
665,13,Reentrancy,Etherscan
683,12,Safe,Etherscan
697,6,Safe,Etherscan
705,4,Safe,Etherscan
711,5,Safe,Etherscan
