loc,length,bug type,approach
27,5,Safe,Etherscan
33,4,Safe,Etherscan
38,5,Safe,Etherscan
50,3,Safe,Etherscan
54,4,Safe,Etherscan
59,4,Safe,Etherscan
115,11,Safe,Etherscan
128,3,Safe,Etherscan
132,4,Safe,Etherscan
137,4,Safe,Etherscan
142,4,Safe,Etherscan
147,3,Safe,Etherscan
151,3,Safe,Etherscan
156,4,Safe,Etherscan
162,7,Safe,Etherscan
174,4,Safe,Etherscan
179,8,Reentrancy,Etherscan
188,10,Safe,Etherscan
199,9,Safe,Etherscan
209,3,Safe,Etherscan
220,13,Safe,Etherscan
234,31,Safe,Etherscan
266,8,Safe,Etherscan
275,12,Safe,Etherscan
288,5,Safe,Etherscan
294,9,Safe,Etherscan
311,40,Safe,Etherscan
357,7,Safe,Etherscan
365,11,Safe,Etherscan
381,2,Safe,Etherscan
385,44,Safe,Etherscan
435,5,Safe,Etherscan
