loc,length,bug type,approach
46,3,Safe,Etherscan
119,18,Safe,Etherscan
147,5,Safe,Etherscan
159,17,Safe,Etherscan
183,38,Safe,Etherscan
224,3,Safe,Etherscan
233,12,Safe,Etherscan
251,4,Safe,Etherscan
263,13,Safe,Etherscan
279,3,Safe,Etherscan
292,22,Safe,Etherscan
318,20,Safe,Etherscan
353,23,Safe,Etherscan
385,11,Safe,Etherscan
402,11,Safe,Etherscan
421,3,Safe,Etherscan
433,22,Safe,Etherscan
460,12,Safe,Etherscan
476,8,Safe,Etherscan
486,3,Safe,Etherscan
493,4,Safe,Etherscan
506,11,Safe,Etherscan
552,21,Safe,Etherscan
581,3,Safe,Etherscan
589,7,Safe,Etherscan
612,9,Safe,Etherscan
623,9,unchecked_low_calls,Etherscan
640,13,unchecked_low_calls,Etherscan
676,4,Safe,Etherscan
682,5,Safe,Etherscan
717,3,Safe,Etherscan
858,7,Safe,Etherscan
872,5,Safe,Etherscan
879,9,Safe,Etherscan
895,27,Safe,Etherscan
925,12,Safe,Etherscan
939,29,Safe,Etherscan
970,17,Safe,Etherscan
989,52,Safe,Etherscan
1043,97,Safe,Etherscan
1147,4,Safe,Etherscan
1153,20,Safe,Etherscan
1180,20,Safe,Etherscan
1202,11,Safe,Etherscan
1215,7,Safe,Etherscan
1229,3,Safe,Etherscan
1234,7,Safe,Etherscan
1243,6,Safe,Etherscan
1251,3,Safe,Etherscan
1261,3,Safe,Etherscan
1266,3,Safe,Etherscan
1271,3,Safe,Etherscan
1276,3,Safe,Etherscan
1281,3,Safe,Etherscan
1286,3,Safe,Etherscan
1291,17,Safe,Etherscan
1310,4,Safe,Etherscan
1316,14,Safe,Etherscan
1336,3,unchecked_low_calls,Etherscan
1341,3,Safe,Etherscan
1346,3,Safe,Etherscan
1351,3,Safe,Etherscan
1356,3,Safe,Etherscan
1361,3,Safe,Etherscan
1366,3,Safe,Etherscan
1371,3,Safe,Etherscan
