loc,length,bug type,approach
6,3,Safe,Etherscan
9,4,Safe,Etherscan
14,3,Safe,Etherscan
18,4,Safe,Etherscan
27,8,Safe,Etherscan
37,4,Safe,Etherscan
43,4,Safe,Etherscan
50,4,Safe,Etherscan
96,10,Safe,Etherscan
109,10,time_manipulation,Etherscan
121,60,Reentrancy,Etherscan
183,17,Safe,Etherscan
203,16,Reentrancy,Etherscan
221,3,Safe,Etherscan
226,3,Safe,Etherscan
231,5,Safe,Etherscan
237,9,Safe,Etherscan
247,6,Safe,Etherscan
256,5,Safe,Etherscan
262,6,Safe,Etherscan
270,8,Safe,Etherscan
279,6,Safe,Etherscan
287,5,Safe,Etherscan
293,6,Safe,Etherscan
301,10,Reentrancy,Etherscan
313,5,Safe,Etherscan
320,5,Safe,Etherscan
328,5,Safe,Etherscan
335,5,Safe,Etherscan
