loc,length,bug type,approach
17,3,Safe,Etherscan
21,9,Reentrancy,Etherscan
37,5,Safe,Etherscan
43,3,Safe,Etherscan
47,3,Safe,Etherscan
51,6,Safe,Etherscan
60,2,Safe,Etherscan
64,3,Safe,Etherscan
74,4,Safe,Etherscan
79,4,Safe,Etherscan
84,3,Safe,Etherscan
88,4,Safe,Etherscan
106,3,Safe,Etherscan
110,4,Safe,Etherscan
115,4,Safe,Etherscan
120,3,Safe,Etherscan
124,3,Safe,Etherscan
144,5,Safe,Etherscan
150,3,Safe,Etherscan
154,3,Safe,Etherscan
158,3,Safe,Etherscan
162,3,Safe,Etherscan
166,6,Safe,Etherscan
173,4,Safe,Etherscan
178,9,Safe,Etherscan
189,5,Safe,Etherscan
197,5,Safe,Etherscan
215,4,Safe,Etherscan
220,4,Safe,Etherscan
226,2,Safe,Etherscan
230,7,Safe,Etherscan
238,5,Safe,Etherscan
245,5,Safe,Etherscan
251,3,Safe,Etherscan
255,5,Safe,Etherscan
265,4,Safe,Etherscan
270,3,Safe,Etherscan
274,3,Safe,Etherscan
