loc,length,bug type,approach
4,8,Safe,Etherscan
13,3,Safe,Etherscan
17,4,Safe,Etherscan
22,5,Safe,Etherscan
35,4,Safe,Etherscan
40,4,Safe,Etherscan
45,4,Safe,Etherscan
50,6,Safe,Etherscan
99,4,Safe,Etherscan
108,7,Safe,Etherscan
116,3,Safe,Etherscan
120,15,Safe,Etherscan
136,3,Safe,Etherscan
158,17,Safe,Etherscan
176,4,Safe,Etherscan
181,4,Safe,Etherscan
186,3,Safe,Etherscan
190,5,Safe,Etherscan
196,3,Safe,Etherscan
200,3,Safe,Etherscan
204,3,Safe,Etherscan
208,3,Safe,Etherscan
212,3,Safe,Etherscan
216,3,Safe,Etherscan
220,3,Safe,Etherscan
224,3,Safe,Etherscan
230,33,Safe,Etherscan
264,12,Reentrancy,Etherscan
277,5,Safe,Etherscan
283,3,Safe,Etherscan
287,3,Safe,Etherscan
303,6,Safe,Etherscan
310,4,Safe,Etherscan
315,4,Reentrancy,Etherscan
320,3,Safe,Etherscan
326,4,Safe,Etherscan
331,3,Safe,Etherscan
335,3,Safe,Etherscan
367,16,Safe,Etherscan
384,4,Safe,Etherscan
392,30,Safe,Etherscan
423,3,Safe,Etherscan
427,5,Reentrancy,Etherscan
436,17,Safe,Etherscan
456,25,Safe,Etherscan
482,19,Safe,Etherscan
502,4,Safe,Etherscan
507,5,Safe,Etherscan
