loc,length,bug type,approach
27,11,Safe,Etherscan
39,6,Safe,Etherscan
46,4,Safe,Etherscan
56,11,Safe,Etherscan
72,13,Safe,Etherscan
89,3,Safe,Etherscan
96,8,Safe,Etherscan
108,8,Safe,Etherscan
120,10,Safe,Etherscan
134,17,Safe,Etherscan
155,7,Safe,Etherscan
166,7,Safe,Etherscan
178,7,Safe,Etherscan
190,12,Safe,Etherscan
207,8,Safe,Etherscan
220,10,Safe,Etherscan
235,14,Safe,Etherscan
254,12,Safe,Etherscan
271,3,Safe,Etherscan
279,3,Safe,Etherscan
287,10,Safe,Etherscan
299,16,Safe,Etherscan
317,26,Safe,Etherscan
345,26,Safe,Etherscan
373,22,Safe,Etherscan
397,13,Safe,Etherscan
507,9,Safe,Etherscan
523,3,Safe,Etherscan
534,3,Safe,Etherscan
540,3,Safe,Etherscan
546,3,Safe,Etherscan
574,6,Safe,Etherscan
588,5,Safe,Etherscan
598,52,Safe,Etherscan
654,15,Safe,Etherscan
672,10,Safe,Etherscan
687,11,Safe,Etherscan
703,13,Safe,Etherscan
719,12,Safe,Etherscan
735,9,Safe,Etherscan
747,4,Safe,Etherscan
753,10,Reentrancy,Etherscan
