loc,length,bug type,approach
5,14,Safe,Etherscan
35,5,Safe,Etherscan
41,13,Safe,Etherscan
55,3,Safe,Etherscan
59,11,Safe,Etherscan
71,3,Safe,Etherscan
75,4,Safe,Etherscan
80,8,Safe,Etherscan
126,14,Safe,Etherscan
141,26,Safe,Etherscan
168,6,Safe,Etherscan
175,11,Safe,Etherscan
187,10,Safe,Etherscan
198,5,Safe,Etherscan
204,6,Safe,Etherscan
211,7,Safe,Etherscan
219,7,Safe,Etherscan
227,5,Safe,Etherscan
233,5,Safe,Etherscan
239,7,Safe,Etherscan
247,10,Reentrancy,Etherscan
258,7,Safe,Etherscan
266,16,Safe,Etherscan
283,9,Safe,Etherscan
293,8,Safe,Etherscan
302,16,Safe,Etherscan
360,4,Safe,Etherscan
365,4,Safe,Etherscan
370,4,Safe,Etherscan
375,5,Safe,Etherscan
381,8,Safe,Etherscan
390,3,Safe,Etherscan
394,22,Safe,Etherscan
417,7,Safe,Etherscan
425,7,Safe,Etherscan
433,7,Safe,Etherscan
441,6,Safe,Etherscan
448,17,Safe,Etherscan
466,3,Safe,Etherscan
472,16,Safe,Etherscan
490,7,Safe,Etherscan
498,5,Safe,Etherscan
504,5,Safe,Etherscan
510,5,Safe,Etherscan
516,5,Safe,Etherscan
522,3,Safe,Etherscan
526,3,Safe,Etherscan
530,3,Safe,Etherscan
534,3,Safe,Etherscan
538,4,Safe,Etherscan
543,3,Safe,Etherscan
547,12,Reentrancy,Etherscan
560,9,Reentrancy,Etherscan
