loc,length,bug type,approach
9,12,Safe,Etherscan
23,8,Safe,Etherscan
33,9,Safe,Etherscan
44,13,Safe,Etherscan
59,7,Safe,Etherscan
68,17,Safe,Etherscan
89,63,Safe,Etherscan
238,7,Safe,Etherscan
247,7,Safe,Etherscan
256,7,Safe,Etherscan
265,7,Safe,Etherscan
446,24,Safe,Etherscan
475,4,Safe,Etherscan
481,8,Safe,Etherscan
491,5,Safe,Etherscan
502,16,Safe,Etherscan
520,32,Safe,Etherscan
553,40,Safe,Etherscan
594,40,Safe,Etherscan
635,39,Safe,Etherscan
676,31,Safe,Etherscan
708,39,Safe,Etherscan
748,39,Safe,Etherscan
789,67,Safe,Etherscan
859,67,Safe,Etherscan
984,17,Safe,Etherscan
1003,19,Safe,Etherscan
1024,40,Safe,Etherscan
1066,7,Safe,Etherscan
1075,26,Safe,Etherscan
1103,25,Safe,Etherscan
1134,49,Safe,Etherscan
1186,49,Safe,Etherscan
1237,46,Safe,Etherscan
1285,108,Safe,Etherscan
1395,108,Safe,Etherscan
1509,7,Safe,Etherscan
1518,14,Safe,Etherscan
1534,17,Safe,Etherscan
1556,17,Safe,Etherscan
1575,7,Safe,Etherscan
1584,32,Safe,Etherscan
1619,32,Safe,Etherscan
1655,10,Safe,Etherscan
1667,17,Safe,Etherscan
1686,65,Safe,Etherscan
1753,12,Safe,Etherscan
1767,19,Safe,Etherscan
1788,20,time_manipulation,Etherscan
1810,52,Reentrancy,Etherscan
1863,10,Safe,Etherscan
1875,32,Safe,Etherscan
1909,18,Safe,Etherscan
1929,18,Safe,Etherscan
1949,24,Safe,Etherscan
1975,24,Safe,Etherscan
