loc,length,bug type,approach
9,5,Safe,Etherscan
15,5,Safe,Etherscan
21,4,Safe,Etherscan
26,5,Safe,Etherscan
32,3,Reentrancy,Etherscan
36,3,Safe,Etherscan
40,3,Safe,Etherscan
83,9,Safe,Etherscan
93,7,Safe,Etherscan
101,5,Safe,Etherscan
107,3,Safe,Etherscan
111,3,Safe,Etherscan
115,3,Safe,Etherscan
119,3,Safe,Etherscan
123,3,Safe,Etherscan
127,5,Safe,Etherscan
133,3,Safe,Etherscan
137,3,Safe,Etherscan
141,5,Safe,Etherscan
147,3,Safe,Etherscan
151,3,Safe,Etherscan
155,3,Safe,Etherscan
159,3,Safe,Etherscan
163,4,Safe,Etherscan
168,3,Safe,Etherscan
176,3,Safe,Etherscan
180,5,Safe,Etherscan
200,14,Safe,Etherscan
215,21,Safe,Etherscan
237,11,Safe,Etherscan
249,4,Safe,Etherscan
254,3,Safe,Etherscan
258,7,Safe,Etherscan
266,3,Safe,Etherscan
270,7,Safe,Etherscan
278,7,Safe,Etherscan
286,7,Safe,Etherscan
294,7,Safe,Etherscan
302,7,Safe,Etherscan
310,7,Safe,Etherscan
318,5,Safe,Etherscan
324,5,Safe,Etherscan
330,5,Safe,Etherscan
336,5,Safe,Etherscan
342,5,Safe,Etherscan
348,5,Safe,Etherscan
354,3,Safe,Etherscan
358,3,Safe,Etherscan
362,3,Safe,Etherscan
366,3,Safe,Etherscan
370,3,Safe,Etherscan
374,3,Safe,Etherscan
378,3,Safe,Etherscan
382,10,Reentrancy,Etherscan
