loc,length,bug type,approach
25,13,Safe,Etherscan
39,5,Safe,Etherscan
59,9,Safe,Etherscan
70,7,Safe,Etherscan
80,4,Safe,Etherscan
85,4,Safe,Etherscan
92,4,Safe,Etherscan
96,4,Safe,Etherscan
103,10,Safe,Etherscan
114,4,Safe,Etherscan
119,11,Safe,Etherscan
131,3,Safe,Etherscan
135,10,Safe,Etherscan
149,5,Safe,Etherscan
155,6,Safe,Etherscan
162,4,Safe,Etherscan
167,5,Safe,Etherscan
231,30,Safe,Etherscan
261,4,Safe,Etherscan
265,4,Safe,Etherscan
269,12,Safe,Etherscan
282,13,Safe,Etherscan
298,8,Safe,Etherscan
307,21,Safe,Etherscan
329,3,Safe,Etherscan
333,4,Safe,Etherscan
338,30,Safe,Etherscan
392,105,Reentrancy,Etherscan
499,29,Safe,Etherscan
529,8,Safe,Etherscan
538,24,Safe,Etherscan
563,7,Safe,Etherscan
574,15,Reentrancy,Etherscan
591,3,Safe,Etherscan
600,3,Safe,Etherscan
603,3,Safe,Etherscan
606,3,Safe,Etherscan
609,3,Safe,Etherscan
612,3,Safe,Etherscan
615,5,Safe,Etherscan
620,5,Safe,Etherscan
625,5,Safe,Etherscan
630,5,Safe,Etherscan
635,3,Safe,Etherscan
638,3,Safe,Etherscan
641,3,Safe,Etherscan
644,4,Reentrancy,Etherscan
648,6,Reentrancy,Etherscan
655,3,Safe,Etherscan
658,3,Safe,Etherscan
661,3,Safe,Etherscan
664,3,Safe,Etherscan
667,3,Safe,Etherscan
674,3,Safe,Etherscan
677,17,Safe,Etherscan
695,4,Safe,Etherscan
699,14,Safe,Etherscan
713,16,Safe,Etherscan
729,3,Safe,Etherscan
732,3,Safe,Etherscan
735,3,Safe,Etherscan
