loc,length,bug type,approach
6,4,Safe,Etherscan
11,3,Safe,Etherscan
16,5,Safe,Etherscan
24,5,Safe,Etherscan
30,5,Safe,Etherscan
36,5,Safe,Etherscan
42,7,Safe,Etherscan
50,7,Safe,Etherscan
66,3,Safe,Etherscan
70,4,Safe,Etherscan
75,4,Safe,Etherscan
80,3,Safe,Etherscan
84,6,Safe,Etherscan
91,7,Safe,Etherscan
99,11,Safe,Etherscan
132,3,Safe,Etherscan
137,3,Safe,Etherscan
142,4,Safe,Etherscan
148,4,Safe,Etherscan
154,4,Safe,Etherscan
160,4,Safe,Etherscan
166,4,Safe,Etherscan
172,9,Safe,Etherscan
183,6,Safe,Etherscan
191,4,Safe,Etherscan
197,3,Reentrancy,Etherscan
202,10,Safe,Etherscan
214,10,Safe,Etherscan
226,14,Safe,Etherscan
242,30,Safe,Etherscan
