loc,length,bug type,approach
12,3,Safe,Etherscan
16,4,Safe,Etherscan
21,3,Safe,Etherscan
25,3,Safe,Etherscan
29,3,Safe,Etherscan
33,3,Safe,Etherscan
37,3,Safe,Etherscan
41,8,Safe,Etherscan
50,15,Safe,Etherscan
66,3,Safe,Etherscan
70,3,Safe,Etherscan
74,3,Safe,Etherscan
78,3,Safe,Etherscan
82,6,Safe,Etherscan
122,4,Safe,Etherscan
127,5,Safe,Etherscan
147,17,Safe,Etherscan
165,5,Safe,Etherscan
171,3,Safe,Etherscan
175,4,Safe,Etherscan
180,3,Safe,Etherscan
184,3,Safe,Etherscan
188,11,Safe,Etherscan
200,14,Safe,Etherscan
215,11,Safe,Etherscan
227,6,Safe,Etherscan
234,5,Safe,Etherscan
240,6,Safe,Etherscan
247,27,Safe,Etherscan
275,9,Safe,Etherscan
285,16,Safe,Etherscan
302,14,Reentrancy,Etherscan
317,8,Safe,Etherscan
326,25,Safe,Etherscan
352,13,Safe,Etherscan
366,3,time_manipulation,Etherscan
370,16,Safe,Etherscan
